問題識別碼,描述,狀態,嚴重性,故事點,專案路徑,位置種類,路徑,行,資料行,事件識別碼,說明連結,組件名稱,組件版本,組件公開金鑰,程式碼片段
NuGet.0002,建議升級 NuGet 套件,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\OrionCore.Mvc.csproj,,,System.Drawing.Common 4.7.0,,,,,"System.Drawing.Common, 4.7.0  建議：  Remove System.Drawing.Common, and replace with new package System.Drawing.Common 8.0.24"
NuGet.0004,NuGet 套件包含安全性弱點,Active,Optional,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\OrionCore.Mvc.csproj,,,System.Drawing.Common 4.7.0,,,,,"System.Drawing.Common, 4.7.0  建議：  System.Drawing.Common, 10.0.3"
Project.0002,必須變更專案的目標架構,Active,Mandatory,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\OrionCore.Mvc.csproj,,,,,,,,目前的目標架構: netcoreapp3.1 建議的目標架構: net8.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,130,12,T:System.Drawing.Imaging.ImageFormat,,,,,"bmp.Save(stream, ImageFormat.Png);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,130,12,T:System.Drawing.Imaging.ImageFormat,,,,,"bmp.Save(stream, ImageFormat.Png);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,130,12,P:System.Drawing.Imaging.ImageFormat.Png,,,,,"bmp.Save(stream, ImageFormat.Png);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,130,12,"M:System.Drawing.Image.Save(System.IO.Stream,System.Drawing.Imaging.ImageFormat)",,,,,"bmp.Save(stream, ImageFormat.Png);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,128,12,"M:System.Drawing.Graphics.DrawString(System.String,System.Drawing.Font,System.Drawing.Brush,System.Single,System.Single)",,,,,"graphics.DrawString(code, font, brush, 0, -4);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,127,12,M:System.Drawing.Graphics.Clear(System.Drawing.Color),,,,,graphics.Clear(Color.White);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,125,12,T:System.Drawing.FontStyle,,,,,"using var font = new Font(fontFamily, height, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,125,12,T:System.Drawing.FontStyle,,,,,"using var font = new Font(fontFamily, height, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,125,12,F:System.Drawing.FontStyle.Bold,,,,,"using var font = new Font(fontFamily, height, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,125,12,T:System.Drawing.Font,,,,,"using var font = new Font(fontFamily, height, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,125,12,"M:System.Drawing.Font.#ctor(System.Drawing.FontFamily,System.Single,System.Drawing.FontStyle)",,,,,"using var font = new Font(fontFamily, height, FontStyle.Bold);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,124,12,T:System.Drawing.Graphics,,,,,using var graphics = Graphics.FromImage(bmp);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,124,12,T:System.Drawing.Graphics,,,,,using var graphics = Graphics.FromImage(bmp);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,124,12,M:System.Drawing.Graphics.FromImage(System.Drawing.Image),,,,,using var graphics = Graphics.FromImage(bmp);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,123,12,T:System.Drawing.Bitmap,,,,,"using var bmp = new Bitmap(width, height);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,123,12,"M:System.Drawing.Bitmap.#ctor(System.Int32,System.Int32)",,,,,"using var bmp = new Bitmap(width, height);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,118,12,T:System.Drawing.SolidBrush,,,,,using var brush = new SolidBrush(color);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,118,12,M:System.Drawing.SolidBrush.#ctor(System.Drawing.Color),,,,,using var brush = new SolidBrush(color);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,116,12,T:System.Drawing.FontFamily,,,,,FontFamily fontFamily = ensureFontFamily();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,26,8,T:System.Drawing.FontFamily,,,,,private static FontFamily ensureFontFamily()
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,45,16,T:System.Drawing.FontFamily,,,,,return _fontFamily;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,44,16,P:System.Drawing.Text.FontCollection.Families,,,,,_fontFamily = pfc.Families[0];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,44,16,T:System.Drawing.FontFamily,,,,,_fontFamily = pfc.Families[0];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,43,16,"M:System.Drawing.Text.PrivateFontCollection.AddMemoryFont(System.IntPtr,System.Int32)",,,,,"pfc.AddMemoryFont(ptr, fontData.Length);"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,32,12,T:System.Drawing.Text.PrivateFontCollection,,,,,"using (var pfc = new PrivateFontCollection())              using (Stream stream = assembly.GetManifestResourceStream(""Orion.Mvc.OCR-b.ttf""))              {                  if (stream == null) { return null; }                    byte[] fontData = new byte[stream.Length];                  stream.Read(fontData, 0, fontData.Length);                    IntPtr ptr = Marshal.AllocHGlobal(fontData.Length);                  Marshal.Copy(fontData, 0, ptr, fontData.Length);                    pfc.AddMemoryFont(ptr, fontData.Length);                  _fontFamily = pfc.Families[0];                  return _fontFamily;              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,32,12,M:System.Drawing.Text.PrivateFontCollection.#ctor,,,,,"using (var pfc = new PrivateFontCollection())              using (Stream stream = assembly.GetManifestResourceStream(""Orion.Mvc.OCR-b.ttf""))              {                  if (stream == null) { return null; }                    byte[] fontData = new byte[stream.Length];                  stream.Read(fontData, 0, fontData.Length);                    IntPtr ptr = Marshal.AllocHGlobal(fontData.Length);                  Marshal.Copy(fontData, 0, ptr, fontData.Length);                    pfc.AddMemoryFont(ptr, fontData.Length);                  _fontFamily = pfc.Families[0];                  return _fontFamily;              }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,28,39,T:System.Drawing.FontFamily,,,,,return _fontFamily;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,28,12,T:System.Drawing.FontFamily,,,,,if (_fontFamily != null) { return _fontFamily; }
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,OrionCore.Mvc\OrionCore.Mvc.csproj,File,OrionCore.Mvc\Extensions\CaptchaExtensions.cs,19,34,T:System.Drawing.FontFamily,,,,,_fontFamily
Project.0002,必須變更專案的目標架構,Active,Mandatory,1,OrionCore.Mvc.Tests\OrionCore.Mvc.Tests.csproj,File,OrionCore.Mvc.Tests\OrionCore.Mvc.Tests.csproj,,,,,,,,目前的目標架構: netcoreapp3.1 建議的目標架構: net8.0
